book_chapter_verse,gloss,lemma,normalized,book,chapter
ROM 2:7,to those who indeed with endurance in work good glory and honor and immortality are seeking life eternal,ὁ μέν κατά ὑπομονή ἔργον ἀγαθός δόξα καί τιμή καί ἀφθαρσία ζητέω ζωή αἰώνιος,τοῖς μέν καθ’ ὑπομονήν ἔργου ἀγαθοῦ δόξαν καί τιμήν καί ἀφθαρσίαν ζητοῦσιν ζωήν αἰώνιον,Romans,Romans 2
ROM 2:8,to those however of self-interest and disobeying the truth being persuaded about however - unrighteousness wrath and anger,ὁ δέ ἐκ ἐριθεία καί ἀπειθέω ὁ ἀλήθεια πείθω δέ ὁ ἀδικία ὀργή καί θυμός,τοῖς δέ ἐξ ἐριθείας καί ἀπειθοῦσι τῇ ἀληθείᾳ πειθομένοις δέ τῇ ἀδικίᾳ ὀργή καί θυμός,Romans,Romans 2
ROM 2:9,tribulation and distress upon every soul of man - working - evil of Jewish both first and also of Greek,θλῖψις καί στενοχωρία ἐπί πᾶς ψυχή ἄνθρωπος ὁ κατεργάζομαι ὁ κακός Ἰουδαῖος τέ πρῶτος καί Ἕλλην,θλῖψις καί στενοχωρία ἐπί πᾶσαν ψυχήν ἀνθρώπου τοῦ κατεργαζομένου τό κακόν Ἰουδαίου τε πρῶτον καί Ἕλληνος,Romans,Romans 2
ROM 3:1,What then [is] the superiority of the Jew Or what [is] the benefit of the circumcision,τίς οὖν ὁ περισσός ὁ Ἰουδαῖος ἤ τίς ὁ ὠφέλεια ὁ περιτομή,Τί οὖν τό περισσόν τοῦ Ἰουδαίου ἤ τίς ἡ ὠφέλεια τῆς περιτομῆς,Romans,Romans 3
ROM 3:10,As it has been written - None there is righteous not even one,καθώς γράφω ὅτι οὐ εἰμί δίκαιος οὐδέ εἷς,καθώς γέγραπται ὅτι Οὐκ ἔστιν δίκαιος οὐδέ εἷς,Romans,Romans 3
ROM 3:11,none there is - understanding none there is - seeking after - God,οὐ εἰμί ὁ συνίημι οὐ εἰμί ὁ ἐκζητέω ὁ θεός,οὐκ ἔστιν ὁ συνίων οὐκ ἔστιν ὁ ἐκζητῶν τόν Θεόν,Romans,Romans 3
ROM 3:12,All have turned away together they have become worthless none there is who is practicing good not there is so much as one,πᾶς ἐκκλίνω ἅμα ἀχρειόω οὐ εἰμί ὁ ποιέω χρηστότης οὐ εἰμί ἕως εἷς,πάντες ἐξέκλιναν ἅμα ἠχρεώθησαν οὐκ ἔστιν ὁ ποιῶν χρηστότητα οὐκ ἔστιν ἕως ἑνός,Romans,Romans 3
ROM 3:13,A grave having been opened the throat of them [is] with the tongues of them they keep practicing deceit [the] venom of vipers [is] under the lips of them,τάφος ἀνοίγω ὁ λάρυγξ αὐτός ὁ γλῶσσα αὐτός δολιόω ἰός ἀσπίς ὑπό ὁ χεῖλος αὐτός,τάφος ἀνεῳγμένος ὁ λάρυγξ αὐτῶν ταῖς γλώσσαις αὐτῶν ἐδολιοῦσαν ἰός ἀσπίδων ὑπό τά χείλη αὐτῶν,Romans,Romans 3
ROM 3:14,of whom the mouth of cursing and of bitterness is full,ὅς ὁ στόμα ἀρά καί πικρία γέμω,ὧν τό στόμα ἀρᾶς καί πικρίας γέμει,Romans,Romans 3
ROM 3:15,swift [are] the feet of them to shed blood,ὀξύς ὁ πούς αὐτός ἐκχέω αἷμα,ὀξεῖς οἱ πόδες αὐτῶν ἐκχέαι αἷμα,Romans,Romans 3
ROM 3:16,ruin and misery [are] in the paths of them,σύντριμμα καί ταλαιπωρία ἐν ὁ ὁδός αὐτός,σύντριμμα καί ταλαιπωρία ἐν ταῖς ὁδοῖς αὐτῶν,Romans,Romans 3
ROM 3:17,and [the] way of peace not they have known,καί ὁδός εἰρήνη οὐ γινώσκω,καί ὁδόν εἰρήνης οὐκ ἔγνωσαν,Romans,Romans 3
ROM 3:18,Not there is fear of God before the eyes of them,οὐ εἰμί φόβος θεός ἀπέναντι ὁ ὀφθαλμός αὐτός,οὐκ ἔστιν φόβος Θεοῦ ἀπέναντι τῶν ὀφθαλμῶν αὐτῶν,Romans,Romans 3
ROM 3:19,We know now that whatever the law says to those under the law it speaks so that every mouth may be stopped and under judgment may be all the world - to God,οἶδα δέ ὅτι ὅσος ὁ νόμος λέγω ὁ ἐν ὁ νόμος λαλέω ἵνα πᾶς στόμα φράσσω καί ὑπόδικος γίνομαι πᾶς ὁ κόσμος ὁ θεός,Οἴδαμεν δέ ὅτι ὅσα ὁ νόμος λέγει τοῖς ἐν τῷ νόμῳ λαλεῖ ἵνα πᾶν στόμα φραγῇ καί ὑπόδικος γένηται πᾶς ὁ κόσμος τῷ Θεῷ,Romans,Romans 3
ROM 3:2,Much in every way Chiefly indeed for that they were entrusted with the oracles - of God,πολύς κατά πᾶς τρόπος πρῶτος μέν γάρ ὅτι πιστεύω ὁ λόγιον ὁ θεός,πολύ κατά πάντα τρόπον πρῶτον μέν γάρ ὅτι ἐπιστεύθησαν τά λόγια τοῦ Θεοῦ,Romans,Romans 3
ROM 3:20,Therefore by works of [the] Law not will be justified any flesh before Him through for [the] Law [is] knowledge of sin,διότι ἐκ ἔργον νόμος οὐ δικαιόω πᾶς σάρξ ἐνώπιον αὐτός διά γάρ νόμος ἐπίγνωσις ἁμαρτία,διότι ἐξ ἔργων νόμου οὐ δικαιωθήσεται πᾶσα σάρξ ἐνώπιον αὐτοῦ διά γάρ νόμου ἐπίγνωσις ἁμαρτίας,Romans,Romans 3
ROM 3:21,Now however apart from law [the] righteousness of God has been revealed being borne witness to by the Law and the Prophets,νυνί δέ χωρίς νόμος δικαιοσύνη θεός φανερόω μαρτυρέω ὑπό ὁ νόμος καί ὁ προφήτης,Νυνί δέ χωρίς νόμου δικαιοσύνη Θεοῦ πεφανέρωται μαρτυρουμένη ὑπό τοῦ νόμου καί τῶν προφητῶν,Romans,Romans 3
ROM 3:22,[the] righteousness now of God through faith from Jesus Christ toward all those believing Not for there is distinction,δικαιοσύνη δέ θεός διά πίστις Ἰησοῦς Χριστός εἰς πᾶς ὁ πιστεύω οὐ γάρ εἰμί διαστολή,δικαιοσύνη δέ Θεοῦ διά πίστεως Ἰησοῦ Χριστοῦ εἰς πάντας τούς πιστεύοντας οὐ γάρ ἐστιν διαστολή,Romans,Romans 3
ROM 3:23,All for have sinned and fall short of the glory - of God,πᾶς γάρ ἁμαρτάνω καί ὑστερέω ὁ δόξα ὁ θεός,πάντες γάρ ἥμαρτον καί ὑστεροῦνται τῆς δόξης τοῦ Θεοῦ,Romans,Romans 3
ROM 3:24,being justified freely by the of Him grace through the redemption that [is] in Christ Jesus,δικαιόω δωρεάν ὁ αὐτός χάρις διά ὁ ἀπολύτρωσις ὁ ἐν Χριστός Ἰησοῦς,δικαιούμενοι δωρεάν τῇ αὐτοῦ χάριτι διά τῆς ἀπολυτρώσεως τῆς ἐν Χριστῷ Ἰησοῦ,Romans,Romans 3
ROM 3:25,whom set forth as - God a propitiation through faith in - His blood for a showing forth of the righteousness of Him because of the forbearance of the having taken place beforehand sins,ὅς προτίθημι ὁ θεός ἱλαστήριος διά πίστις ἐν ὁ αὐτός αἷμα εἰς ἔνδειξις ὁ δικαιοσύνη αὐτός διά ὁ πάρεσις ὁ προγίνομαι ἁμάρτημα,ὅν προέθετο ὁ Θεός ἱλαστήριον διά πίστεως ἐν τῷ αὐτοῦ αἵματι εἰς ἔνδειξιν τῆς δικαιοσύνης αὐτοῦ διά τήν πάρεσιν τῶν προγεγονότων ἁμαρτημάτων,Romans,Romans 3
ROM 3:26,in the forbearance - of God for of [the] showing forth the righteousness of Him in the present time for - to be Him just and justifying the [one] of faith of Jesus,ἐν ὁ ἀνοχή ὁ θεός πρός ὁ ἔνδειξις ὁ δικαιοσύνη αὐτός ἐν ὁ νῦν καιρός εἰς ὁ εἰμί αὐτός δίκαιος καί δικαιόω ὁ ἐκ πίστις Ἰησοῦς,ἐν τῇ ἀνοχῇ τοῦ Θεοῦ πρός τήν ἔνδειξιν τῆς δικαιοσύνης αὐτοῦ ἐν τῷ νῦν καιρῷ εἰς τό εἶναι αὐτόν δίκαιον καί δικαιοῦντα τόν ἐκ πίστεως Ἰησοῦ,Romans,Romans 3
ROM 3:27,Where then [is] the boasting It has been excluded Through what principle That of works No but through [the] principle of faith,ποῦ οὖν ὁ καύχησις ἐκκλείω διά ποῖος νόμος ὁ ἔργον οὐχί ἀλλά διά νόμος πίστις,Ποῦ οὖν ἡ καύχησις ἐξεκλείσθη διά ποίου νόμου τῶν ἔργων οὐχί ἀλλά διά νόμου πίστεως,Romans,Romans 3
ROM 3:28,We reckon therefore to be justified by faith a man apart from works of the Law,λογίζομαι γάρ δικαιόω πίστις ἄνθρωπος χωρίς ἔργον νόμος,λογιζόμεθα γάρ δικαιοῦσθαι πίστει ἄνθρωπον χωρίς ἔργων νόμου,Romans,Romans 3
ROM 3:29,Or of Jews [is He] the God only not also of Gentiles Yes also of Gentiles,ἤ Ἰουδαῖος ὁ θεός μόνος οὐχί καί ἔθνος ναί καί ἔθνος,ἤ Ἰουδαίων ὁ Θεός μόνον οὐχί καί ἐθνῶν ναί καί ἐθνῶν,Romans,Romans 3
ROM 3:3,What for if disbelieved some Not the unbelief of them the faithfulness - of God will nullify,τίς γάρ εἰ ἀπιστέω τὶς μή ὁ ἀπιστία αὐτός ὁ πίστις ὁ θεός καταργέω,τί γάρ εἰ ἠπίστησαν τινες μή ἡ ἀπιστία αὐτῶν τήν πίστιν τοῦ Θεοῦ καταργήσει,Romans,Romans 3
ROM 3:30,since indeed One - God [is] who will justify [the] circumcision by faith and [the] uncircumcision through the [same] faith,εἴπερ εἷς ὁ θεός ὅς δικαιόω περιτομή ἐκ πίστις καί ἀκροβυστία διά ὁ πίστις,εἴπερ εἷς ὁ Θεός ὅς δικαιώσει περιτομήν ἐκ πίστεως καί ἀκροβυστίαν διά τῆς πίστεως,Romans,Romans 3
ROM 3:31,Law then do we nullify through - faith Never may it be Instead law we uphold,νόμος οὖν καταργέω διά ὁ πίστις μή γίνομαι ἀλλά νόμος ἵστημι,νόμον οὖν καταργοῦμεν διά τῆς πίστεως μή γένοιτο ἀλλά νόμον ἱστάνομεν,Romans,Romans 3
ROM 3:4,Never may it be Let be however - God true every now man a liar as it has been written That - You may be justified in the words of You and will prevail in - being judged Your,μή γίνομαι γίνομαι δέ ὁ θεός ἀληθής πᾶς δέ ἄνθρωπος ψεύστης καθάπερ γράφω ὅπως ἄν δικαιόω ἐν ὁ λόγος σύ καί νικάω ἐν ὁ κρίνω σύ,μή γένοιτο γινέσθω δέ ὁ Θεός ἀληθής πᾶς δέ ἄνθρωπος ψεύστης καθάπερ γέγραπται Ὅπως ἄν δικαιωθῇς ἐν τοῖς λόγοις σου καί νικήσεις ἐν τῷ κρίνεσθαι σε,Romans,Romans 3
ROM 3:5,If however the unrighteousness of us God’s righteousness shows what shall we say [Is] unrighteous - God - inflicting the wrath According to man I speak,εἰ δέ ὁ ἀδικία ἐγώ θεός δικαιοσύνη συνίστημι τίς εἶπον μή ἄδικος ὁ θεός ὁ ἐπιφέρω ὁ ὀργή κατά ἄνθρωπος λέγω,εἰ δέ ἡ ἀδικία ἡμῶν Θεοῦ δικαιοσύνην συνίστησιν τί ἐροῦμεν μή ἄδικος ὁ Θεός ὁ ἐπιφέρων τήν ὀργήν κατά ἄνθρωπον λέγω,Romans,Romans 3
ROM 3:6,Never may it be Otherwise how will judge - God the world,μή γίνομαι ἐπεί πῶς κρίνω ὁ θεός ὁ κόσμος,μή γένοιτο ἐπεί πῶς κρινεῖ ὁ Θεός τόν κόσμον,Romans,Romans 3
ROM 3:7,If however the truth - of God in - my lie abounded to the glory of Him why still also I as a sinner am judged,εἰ δέ ὁ ἀλήθεια ὁ θεός ἐν ὁ ἐμός ψεῦσμα περισσεύω εἰς ὁ δόξα αὐτός τίς ἔτι κἀγώ ὡς ἁμαρτωλός κρίνω,εἰ δέ ἡ ἀλήθεια τοῦ Θεοῦ ἐν τῷ ἐμῷ ψεύσματι ἐπερίσσευσεν εἰς τήν δόξαν αὐτοῦ τί ἔτι κἀγώ ὡς ἁμαρτωλός κρίνομαι,Romans,Romans 3
ROM 3:8,And [is it] not as we are slanderously charged and as affirm some [that] us to say - Let us do things evil that may come the good things Their - condemnation just is,καί μή καθώς βλασφημέω καί καθώς φημί τὶς ἐγώ λέγω ὅτι ποιέω ὁ κακός ἵνα ἔρχομαι ὁ ἀγαθός ὅς ὁ κρίμα ἔνδικος εἰμί,καί μή καθώς βλασφημούμεθα καί καθώς φασίν τινες ἡμᾶς λέγειν ὅτι Ποιήσωμεν τά κακά ἵνα ἔλθῃ τά ἀγαθά ὧν τό κρίμα ἔνδικον ἐστιν,Romans,Romans 3
ROM 3:9,What then Are we better Not at all We have already charged for Jews both and Greeks all under sin to be,τίς οὖν προέχω οὐ πάντως προαιτιάομαι γάρ Ἰουδαῖος τέ καί Ἕλλην πᾶς ὑπό ἁμαρτία εἰμί,Τί οὖν προεχόμεθα οὐ πάντως προῃτιασάμεθα γάρ Ἰουδαίους τε καί Ἕλληνας πάντας ὑφ’ ἁμαρτίαν εἶναι,Romans,Romans 3
ROM 4:1,What then shall we say discovered Abraham the father of us according to [the] flesh,τίς οὖν εἶπον εὑρίσκω Ἀβραάμ ὁ προπάτωρ ἐγώ κατά σάρξ,Τί οὖν ἐροῦμεν εὑρηκέναι Ἀβραάμ τόν προπάτορα ἡμῶν κατά σάρκα,Romans,Romans 4
ROM 4:10,How then was it credited In circumcision being or in uncircumcision Not in circumcision but in uncircumcision,πῶς οὖν λογίζομαι ἐν περιτομή εἰμί ἤ ἐν ἀκροβυστία οὐ ἐν περιτομή ἀλλά ἐν ἀκροβυστία,πῶς οὖν ἐλογίσθη ἐν περιτομῇ ὄντι ἤ ἐν ἀκροβυστίᾳ οὐκ ἐν περιτομῇ ἀλλ’ ἐν ἀκροβυστίᾳ,Romans,Romans 4
